CustomerID,Recency,Frequency,Monetary,CustomerSegment
13343.0,177,19,353.43,Regular
13344.0,67,119,2543.72,Loyal
13345.0,287,20,389.5,At Risk
13347.0,69,8,341.36,Regular
13348.0,63,14,233.76,Regular
13349.0,10,16,247.32,Regular
13350.0,15,40,979.12,Regular
13351.0,65,16,373.94,Regular
13352.0,59,24,397.97999999999996,Regular
13354.0,70,51,743.53,Loyal
13355.0,121,32,674.7,Regular
13356.0,79,42,768.24,Regular
13357.0,256,90,609.95,At Risk
13358.0,268,29,439.03,At Risk
13359.0,63,23,439.56,Regular
13362.0,8,166,3090.7400000000002,Loyal
13363.0,17,60,992.5,Loyal
13364.0,70,10,134.95999999999998,Regular
13365.0,33,128,2225.37,Loyal
13366.0,49,1,56.160000000000004,Regular
13368.0,256,29,623.4,At Risk
13369.0,365,14,308.28000000000003,At Risk
13370.0,371,39,754.87,At Risk
13372.0,89,23,378.64,Regular
13373.0,60,158,3312.25,Loyal
13375.0,88,37,778.65,Regular
13376.0,98,53,1019.76,Loyal
13379.0,25,97,572.56,Loyal
13381.0,31,172,3639.31,Loyal
13382.0,280,15,222.99,At Risk
13384.0,30,152,4151.93,Loyal
13385.0,329,35,534.57,At Risk
13388.0,130,35,677.1,Regular
13389.0,10,51,797.96,Loyal
13390.0,74,13,544.08,Regular
13391.0,203,1,59.8,At Risk
13394.0,1,155,2520.02,Loyal
13395.0,184,21,307.72,Regular
13396.0,28,43,1360.99,Regular
13397.0,72,38,1544.13,Regular
13398.0,191,26,457.34,Regular
13402.0,126,39,621.23,Regular
13403.0,17,3,75.0,Regular
13404.0,0,11,252.49,Regular
13405.0,73,27,572.451,Regular
13408.0,1,478,28117.04,Loyal
13410.0,23,28,1003.06,Regular
13411.0,106,18,213.55,Regular
13414.0,133,24,1390.5,Regular
13416.0,43,19,712.5,Regular
13417.0,4,28,640.83,Regular
13418.0,11,304,6127.43,Loyal
13419.0,63,16,221.06,Regular
13420.0,149,8,159.85,Regular
13421.0,39,104,1851.08,Loyal
13422.0,63,127,2626.3,Loyal
13425.0,107,78,1624.21,Loyal
13426.0,0,157,3641.32,Loyal
13427.0,18,29,582.6,Regular
13428.0,9,74,218.47,Loyal
13429.0,10,67,1006.8,Loyal
13430.0,18,49,679.45,Regular
13431.0,66,46,1269.1,Regular
13434.0,73,10,534.24,Regular
13435.0,4,101,3809.8900000000003,Loyal
13436.0,1,12,196.89,Regular
13437.0,13,167,3408.06,Loyal
13439.0,254,54,283.71,At Risk
13441.0,91,13,296.64,Regular
13447.0,22,59,1129.14,Loyal
13448.0,16,195,3539.37,Loyal
13449.0,23,19,291.88,Regular
13450.0,26,71,2043.7199999999998,Loyal
13451.0,25,443,2976.15,Loyal
13452.0,258,2,590.0,At Risk
13453.0,165,17,356.97999999999996,Regular
13455.0,24,46,1058.34,Regular
13456.0,17,63,1766.72,Loyal
13458.0,6,382,9646.57,Loyal
13460.0,28,17,183.44,Regular
13461.0,38,27,1445.0,Regular
13462.0,252,9,151.5,At Risk
13464.0,57,41,674.68,Regular
13466.0,183,17,307.9,Regular
13467.0,10,99,1083.71,Loyal
13468.0,1,302,5704.97,Loyal
13470.0,98,10,165.0,Regular
13471.0,0,260,2531.58,Loyal
13473.0,60,21,422.64,Regular
13474.0,235,64,229.59,At Risk
13475.0,190,86,1431.78,Loyal
13476.0,178,58,1238.47,Loyal
13477.0,37,79,1454.58,Loyal
13479.0,200,15,300.95,Regular
13481.0,45,109,1804.56,Loyal
13482.0,231,11,184.64,At Risk
13483.0,65,10,140.34,Regular
13484.0,240,8,313.8,At Risk
13485.0,232,23,454.24,At Risk
13486.0,77,69,1122.41,Loyal
13487.0,57,34,575.4,Regular
13488.0,16,422,8968.31,Loyal
13489.0,104,14,449.52,Regular
13491.0,51,86,1215.82,Loyal
13492.0,135,50,1269.84,Regular
13493.0,274,8,618.63,At Risk
13494.0,311,18,316.26000000000005,At Risk
13495.0,7,48,2044.8700000000001,Regular
13496.0,10,35,653.33,Regular
13497.0,282,19,348.05,At Risk
13499.0,17,42,1159.11,Regular
13500.0,22,65,1166.77,Loyal
13501.0,287,52,1340.32,At Risk
13502.0,16,18,292.0,Regular
13503.0,70,17,216.85,Regular
13504.0,63,22,295.93,Regular
13505.0,72,215,4393.63,Loyal
13506.0,315,26,458.52,At Risk
13507.0,2,162,2479.16,Loyal
13508.0,243,12,110.97,At Risk
13509.0,8,44,979.72,Regular
13510.0,0,115,1791.56,Loyal
13512.0,260,15,251.21,At Risk
13513.0,126,10,205.1,Regular
13514.0,73,4,152.20000000000002,Regular
13515.0,72,59,891.12,Loyal
13516.0,20,44,1389.41,Regular
13517.0,59,141,2128.42,Loyal
13518.0,85,38,659.4399999999999,Regular
13519.0,77,8,122.75,Regular
13520.0,58,93,3624.35,Loyal
13521.0,0,436,1093.65,Loyal
13522.0,29,5,125.80000000000001,Regular
13523.0,32,172,3964.88,Loyal
13524.0,40,27,680.1800000000001,Regular
13525.0,14,6,628.78,Regular
13527.0,33,223,2287.51,Loyal
13529.0,78,15,307.76,Regular
13531.0,204,22,483.8,At Risk
13532.0,33,66,210.31,Loyal
13533.0,182,76,270.79,Loyal
13534.0,1,296,5870.08,Loyal
13536.0,0,179,3448.29,Loyal
13538.0,42,25,1280.85,Regular
13539.0,85,37,631.34,Regular
13544.0,39,87,291.41,Loyal
13546.0,11,98,626.99,Loyal
13548.0,95,124,682.41,Loyal
13549.0,25,51,918.2,Loyal
13551.0,318,4,91.80000000000001,At Risk
13552.0,65,109,3740.07,Loyal
13555.0,73,136,4149.28,Loyal
13557.0,27,34,584.06,Regular
13558.0,5,175,605.06,Loyal
13560.0,6,33,174.37,Regular
13561.0,215,14,141.85999999999999,At Risk
13562.0,81,82,1799.33,Loyal
13563.0,83,49,777.53,Regular
13564.0,143,83,1749.02,Loyal
13565.0,18,38,240.22,Regular
13566.0,40,176,874.71,Loyal
13568.0,172,44,192.85,Regular
13569.0,16,85,373.75,Loyal
13570.0,242,27,239.49,At Risk
13571.0,12,341,2092.32,Loyal
13572.0,205,33,1384.25,At Risk
13573.0,49,26,294.4,Regular
13575.0,22,46,732.0699999999999,Regular
13576.0,9,126,6717.34,Loyal
13577.0,24,83,1687.6000000000001,Loyal
13579.0,14,23,467.04,Regular
13581.0,308,10,118.0,At Risk
13583.0,155,53,781.03,Loyal
13584.0,306,24,142.4,At Risk
13587.0,63,8,712.4,Regular
13588.0,15,174,2478.95,Loyal
13589.0,14,21,379.65,Regular
13590.0,10,87,1981.92,Loyal
13591.0,64,58,1117.13,Loyal
13592.0,35,16,247.95999999999998,Regular
13593.0,107,128,2037.0800000000002,Loyal
13594.0,52,26,396.97,Regular
13596.0,5,166,697.04,Loyal
13598.0,46,40,180.17000000000002,Regular
13599.0,0,247,5153.67,Loyal
13600.0,311,19,219.52,At Risk
13601.0,44,99,693.32,Loyal
13602.0,64,23,428.89,Regular
13603.0,25,27,164.34,Regular
13606.0,28,43,280.53999999999996,Regular
13607.0,39,98,678.01,Loyal
13610.0,11,226,1131.88,Loyal
13611.0,88,74,1171.8,Loyal
13614.0,23,201,1610.46,Loyal
13615.0,318,23,417.69,At Risk
13617.0,39,44,544.18,Regular
13618.0,173,13,177.34,Regular
13621.0,116,19,213.85,Regular
13623.0,30,81,747.78,Loyal
13626.0,252,19,257.23,At Risk
13627.0,58,92,1638.47,Loyal
13629.0,22,59,7792.36,Loyal
13630.0,4,71,2031.78,Loyal
13631.0,99,11,3070.42,Regular
13632.0,24,146,2121.27,Loyal
13634.0,32,188,1575.16,Loyal
13635.0,67,62,1071.03,Loyal
13636.0,36,63,949.12,Loyal
13637.0,51,101,810.5,Loyal
13638.0,15,8,122.64,Regular
13639.0,73,40,1033.34,Regular
13642.0,215,66,354.8,At Risk
13643.0,30,28,519.44,Regular
13644.0,15,146,2624.26,Loyal
13645.0,119,5,252.1,Regular
13647.0,9,79,1678.1200000000001,Loyal
13649.0,256,23,346.6,At Risk
13650.0,16,96,1836.34,Loyal
13651.0,34,6,94.2,Regular
13652.0,45,63,1095.08,Loyal
13654.0,42,166,2707.33,Loyal
13655.0,113,56,932.97,Loyal
13656.0,164,49,379.65,Regular
13657.0,10,16,382.14,Regular
13658.0,9,108,2639.17,Loyal
13659.0,205,104,1573.2,At Risk
13662.0,85,53,897.76,Loyal
13663.0,178,13,189.47,Regular
13666.0,59,12,84.65,Regular
13667.0,148,87,305.02,Loyal
13668.0,2,470,6363.59,Loyal
13669.0,50,9,218.55,Regular
13670.0,74,25,349.7,Regular
13672.0,300,6,186.39000000000001,At Risk
13673.0,18,65,396.92,Loyal
13675.0,150,25,486.82000000000005,Regular
13678.0,151,16,232.6,Regular
13680.0,0,195,3722.42,Loyal
13681.0,17,57,827.83,Loyal
13682.0,186,3,59.5,Regular
13684.0,285,30,67.23,At Risk
13685.0,2,39,3119.44,Regular
13686.0,182,8,72.0,Regular
13689.0,62,6,910.0,Regular
13690.0,58,9,172.25,Regular
13692.0,24,53,1488.32,Loyal
13694.0,3,568,65039.62,Loyal
13695.0,30,90,2504.13,Loyal
13697.0,38,12,151.29999999999998,Regular
13699.0,154,14,308.58000000000004,Regular
13700.0,25,197,2265.12,Loyal
13703.0,317,1,99.5,At Risk
13704.0,4,134,2308.06,Loyal
13705.0,7,28,711.86,Regular
13706.0,302,20,330.79,At Risk
13707.0,266,48,806.41,At Risk
13708.0,270,51,296.88,At Risk
13709.0,3,336,6328.05,Loyal
13710.0,31,8,180.48,Regular
13711.0,218,13,252.06,At Risk
13712.0,246,10,228.84,At Risk
13715.0,280,105,1079.34,At Risk
13716.0,268,21,138.28,At Risk
13717.0,31,102,1445.01,Loyal
13718.0,245,12,306.55,At Risk
13719.0,14,60,1041.68,Loyal
13720.0,116,43,799.9,Regular
13721.0,35,28,524.14,Regular
13722.0,131,85,2375.41,Loyal
13723.0,216,6,199.85000000000002,At Risk
13725.0,49,104,1980.56,Loyal
13726.0,38,42,1079.6599999999999,Regular
13727.0,28,20,333.48,Regular
13728.0,36,63,1016.14,Loyal
13730.0,135,43,752.6,Regular
13731.0,218,38,610.59,At Risk
13732.0,27,33,491.86,Regular
13735.0,24,196,2885.2400000000002,Loyal
13736.0,4,191,731.9,Loyal
13737.0,199,30,339.59999999999997,Regular
13739.0,17,3,216.9,Regular
13740.0,240,23,350.75,At Risk
13741.0,71,34,668.4300000000001,Regular
13742.0,16,321,3131.02,Loyal
13743.0,2,41,1341.6,Regular
13744.0,94,72,1156.36,Loyal
13745.0,161,25,300.04,Regular
13747.0,373,1,79.6,At Risk
13748.0,95,28,948.25,Regular
13750.0,53,24,1647.26,Regular
13751.0,287,9,296.25,At Risk
13752.0,123,76,1186.28,Loyal
13753.0,287,35,741.26,At Risk
13754.0,151,12,282.59999999999997,Regular
13755.0,3,342,2161.35,Loyal
13756.0,1,142,5189.52,Loyal
13758.0,11,117,3190.55,Loyal
13759.0,32,25,659.4100000000001,Regular
13760.0,53,57,286.79,Loyal
13761.0,49,70,1070.65,Loyal
13762.0,218,7,306.72,At Risk
13763.0,62,15,1714.96,Regular
13764.0,70,208,1521.76,Loyal
13767.0,1,368,17220.36,Loyal
13769.0,1,135,2796.51,Loyal
13771.0,63,119,2634.45,Loyal
13772.0,33,177,1132.13,Loyal
13774.0,81,22,345.0,Regular
13777.0,0,197,25977.16,Loyal
13778.0,102,9,178.7,Regular
13780.0,6,57,360.01,Loyal
13781.0,250,17,127.84,At Risk
13782.0,12,115,912.0,Loyal
13784.0,9,31,2462.79,Regular
13786.0,366,7,230.39999999999998,At Risk
13787.0,75,31,309.04,Regular
13790.0,3,45,348.8,Regular
13791.0,127,11,1516.0,Regular
13792.0,65,13,195.55,Regular
13798.0,0,349,37153.85,Loyal
13799.0,116,39,688.86,Regular
13800.0,309,33,558.32,At Risk
13801.0,66,23,324.8,Regular
13802.0,138,60,4599.42,Loyal
13803.0,254,17,277.07,At Risk
13804.0,30,137,2635.79,Loyal
13805.0,51,13,924.6,Regular
13806.0,63,10,256.38,Regular
13807.0,366,7,112.6,At Risk
13808.0,5,76,1747.66,Loyal
13809.0,304,12,155.05,At Risk
13810.0,28,35,1499.01,Regular
13811.0,183,13,814.5,Regular
13812.0,41,36,539.0,Regular
13813.0,39,69,1366.8600000000001,Loyal
13814.0,91,57,1579.12,Loyal
13815.0,21,176,4027.36,Loyal
13816.0,23,28,571.6700000000001,Regular
13817.0,28,24,382.98,Regular
13819.0,301,36,1140.35,At Risk
13821.0,144,59,385.64,Loyal
13822.0,5,96,632.0,Loyal
13823.0,18,40,957.66,Regular
13824.0,32,46,1698.94,Regular
13826.0,175,10,189.5,Regular
13827.0,57,93,412.05,Loyal
13828.0,21,15,209.49,Regular
13831.0,15,74,2202.99,Loyal
13832.0,18,3,52.199999999999996,Regular
13833.0,158,29,384.8,Regular
13835.0,24,55,834.57,Loyal
13837.0,211,19,271.24,At Risk
13838.0,5,174,691.73,Loyal
13841.0,252,1,85.0,At Risk
13842.0,58,206,3385.62,Loyal
13844.0,10,20,361.62,Regular
13845.0,64,9,312.98,Regular
13846.0,24,55,865.0600000000001,Loyal
13848.0,91,5,1255.0,Regular
13849.0,51,101,1537.95,Loyal
13850.0,128,93,1595.48,Loyal
13851.0,95,81,2651.46,Loyal
13853.0,56,23,1090.14,Regular
13854.0,8,110,8109.5199999999995,Loyal
13856.0,168,14,388.5,Regular
13858.0,56,11,216.17,Regular
13859.0,325,28,201.16,At Risk
13860.0,0,76,1245.9,Loyal
13862.0,17,139,2209.36,Loyal
13863.0,247,20,305.78,At Risk
13865.0,57,30,501.56,Regular
13866.0,73,7,145.67000000000002,Regular
13867.0,30,61,1015.29,Loyal
13868.0,6,33,3192.54,Regular
13869.0,122,307,3104.95,Loyal
13870.0,1,115,2770.94,Loyal
13871.0,22,336,6403.25,Loyal
13873.0,119,23,389.6,Regular
13874.0,357,18,540.45,At Risk
13875.0,53,104,1786.79,Loyal
13876.0,63,7,122.7,Regular
13877.0,85,3,117.24,Regular
13878.0,54,36,1281.53,Regular
13880.0,20,165,3219.77,Loyal
13881.0,3,178,17159.52,Loyal
13882.0,2,65,1191.13,Loyal
13883.0,10,142,2674.48,Loyal
13884.0,6,59,787.6,Loyal
13885.0,188,28,506.8,Regular
13886.0,70,16,243.56,Regular
13887.0,203,19,349.55,At Risk
13888.0,119,40,605.63,Regular
13889.0,92,15,416.90000000000003,Regular
13890.0,0,110,1883.8100000000002,Loyal
13892.0,26,27,632.97,Regular
13893.0,297,21,821.1,At Risk
13894.0,23,27,564.62,Regular
13895.0,27,118,2593.07,Loyal
13897.0,49,17,311.16,Regular
13898.0,325,12,155.93,At Risk
13899.0,15,19,388.52,Regular
13900.0,182,43,740.95,Regular
13901.0,71,149,2867.2,Loyal
13904.0,36,26,332.64,Regular
13908.0,79,122,2369.55,Loyal
13911.0,56,148,2580.91,Loyal
13914.0,11,33,626.45,Regular
13917.0,49,18,272.04,Regular
13918.0,49,30,1212.8400000000001,Regular
13919.0,58,28,384.81,Regular
13922.0,351,7,172.25,At Risk
13923.0,53,20,351.13,Regular
13924.0,1,117,1838.8500000000001,Loyal
13925.0,92,41,678.25,Regular
13926.0,22,11,223.85000000000002,Regular
13927.0,74,21,348.99,Regular
13928.0,10,27,464.57,Regular
13929.0,168,9,842.65,Regular
13930.0,57,17,337.34,Regular
13931.0,95,58,1237.53,Loyal
13932.0,294,16,307.4,At Risk
13933.0,108,23,608.7900000000001,Regular
13934.0,263,31,922.1,At Risk
13936.0,179,26,376.58,Regular
13937.0,168,9,158.85,Regular
13938.0,34,7,71.66,Regular
13939.0,22,45,568.55,Regular
13940.0,16,49,839.14,Regular
13941.0,21,45,5112.96,VIP
13946.0,78,11,561.5699999999999,Regular
13947.0,64,5,90.6,Regular
13948.0,360,3,102.0,At Risk
13949.0,2,160,2427.32,Loyal
13950.0,10,35,745.06,Regular
13951.0,175,39,674.45,Regular
13952.0,217,137,3251.071,At Risk
13953.0,6,20,3515.68,Regular
13954.0,1,25,439.92,Regular
13955.0,153,33,322.96,Regular
13956.0,4,152,1026.42,Loyal
13959.0,78,92,598.2,Loyal
13960.0,20,12,230.22,Regular
13962.0,21,11,169.55,Regular
13963.0,307,35,664.54,At Risk
13967.0,145,2,80.7,Regular
13969.0,6,626,9053.94,Loyal
13971.0,18,149,2758.26,Loyal
13972.0,70,15,190.25,Regular
13973.0,286,11,264.7,At Risk
13974.0,48,28,413.59000000000003,Regular
13975.0,30,338,2526.28,Loyal
13976.0,206,10,357.98,At Risk
13978.0,14,15,196.79000000000002,Regular
13979.0,72,54,869.87,Loyal
13980.0,59,11,200.14,Regular
13982.0,38,111,1871.81,Loyal
13983.0,29,107,2603.43,Loyal
13984.0,26,16,920.51,Regular
13985.0,3,351,7060.13,Loyal
13986.0,16,13,320.46,Regular
13988.0,19,234,4147.96,Loyal
13989.0,65,41,1266.08,Regular
13990.0,212,16,311.3,At Risk
13991.0,11,84,855.97,Loyal
13992.0,29,5,76.8,Regular
13993.0,42,121,3466.36,Loyal
13994.0,3,155,2313.14,Loyal
13995.0,14,86,1393.69,Loyal
13999.0,9,208,3901.81,Loyal
14000.0,210,15,635.66,At Risk
14001.0,45,39,2043.0800000000002,Regular
14002.0,133,47,529.73,Regular
14004.0,42,171,4582.64,Loyal
14005.0,9,84,2874.72,Loyal
14006.0,115,30,962.19,Regular
14009.0,197,42,695.61,Regular
14012.0,277,11,328.8,At Risk
14013.0,109,34,473.02,Regular
14014.0,76,39,505.18,Regular
14015.0,52,20,917.34,Regular
14016.0,161,161,4341.21,Loyal
14019.0,46,66,1421.61,Loyal
14020.0,16,39,642.8,Regular
14021.0,154,22,631.9,Regular
14022.0,224,28,440.0,At Risk
14023.0,6,31,584.07,Regular
14024.0,121,16,327.7,Regular
14027.0,60,6,104.82,Regular
14029.0,62,15,467.66,Regular
14030.0,17,243,2360.09,Loyal
14031.0,6,250,17286.86,Loyal
14032.0,1,143,2975.59,Loyal
14034.0,21,89,651.8199999999999,Loyal
14035.0,28,66,1428.02,Loyal
14036.0,284,38,626.65,At Risk
14037.0,175,28,147.20000000000002,Regular
14038.0,77,92,1560.38,Loyal
14039.0,32,6,152.2,Regular
14040.0,40,235,3614.92,Loyal
14041.0,265,21,141.41,At Risk
14044.0,26,209,652.82,Loyal
14045.0,108,6,1659.75,Regular
14046.0,283,14,154.99,At Risk
14047.0,8,32,1308.6100000000001,Regular
14048.0,304,85,409.93,At Risk
14049.0,16,488,5681.72,Loyal
14050.0,31,54,746.36,Loyal
14051.0,0,210,15610.390000000001,Loyal
14052.0,19,56,225.36,Loyal
14053.0,123,4,260.25,Regular
14054.0,64,6,92.46,Regular
14055.0,105,10,725.6400000000001,Regular
14056.0,0,1106,8214.65,Loyal
14057.0,23,284,6217.96,Loyal
14059.0,266,8,183.6,At Risk
14060.0,4,202,6140.42,Loyal
14062.0,9,111,10464.85,Loyal
14064.0,28,80,1353.74,Loyal
14066.0,266,7,152.55,At Risk
14067.0,63,52,374.7,Loyal
14068.0,319,24,265.85,At Risk
14071.0,3,324,1438.82,Loyal
14073.0,31,13,151.04,Regular
14075.0,4,43,942.26,Regular
14076.0,128,46,122.47,Regular
14077.0,40,42,499.41999999999996,Regular
14078.0,101,65,1049.37,Loyal
14079.0,124,12,375.1,Regular
14080.0,32,4,45.599999999999994,Regular
14081.0,301,153,934.52,At Risk
14082.0,364,29,182.25,At Risk
14083.0,3,181,1018.43,Loyal
14085.0,1,450,4448.54,Loyal
14087.0,2,69,194.42,Loyal
14088.0,9,589,50491.81,Loyal
14089.0,56,14,161.0,Regular
14090.0,324,1,76.32000000000001,At Risk
14092.0,7,214,4076.91,Loyal
14093.0,11,105,442.85,Loyal
14096.0,3,5111,65164.79,Loyal
14098.0,36,21,147.35,Regular
14099.0,15,250,3104.17,Loyal
14100.0,137,26,194.9,Regular
14101.0,73,35,5976.79,VIP
14102.0,4,79,1360.28,Loyal
14104.0,154,21,216.20999999999998,Regular
14105.0,238,74,1266.23,At Risk
14107.0,51,123,2703.23,Loyal
14108.0,30,34,597.91,Regular
14109.0,72,9,144.2,Regular
14110.0,3,156,5683.15,Loyal
14111.0,13,10,692.85,Regular
14112.0,22,160,2915.15,Loyal
14113.0,3,34,1840.42,Regular
14114.0,273,15,386.53,At Risk
14116.0,19,72,1382.74,Loyal
14117.0,143,3,90.0,Regular
14121.0,3,159,2780.15,Loyal
14124.0,83,5,419.58000000000004,Regular
14125.0,10,167,2740.43,Loyal
14126.0,7,15,706.1300000000001,Regular
14127.0,122,44,709.71,Regular
14128.0,60,46,637.5,Regular
14129.0,1,52,1123.8600000000001,Loyal
14130.0,318,67,483.86,At Risk
14132.0,1,200,3586.0299999999997,Loyal
14133.0,129,28,605.64,Regular
14135.0,1,134,4690.31,Loyal
14138.0,1,47,982.3800000000001,Regular
14139.0,45,26,415.82,Regular
14140.0,3,66,935.05,Loyal
14141.0,2,40,915.13,Regular
14142.0,372,22,311.81,At Risk
14143.0,133,7,115.8,Regular
14145.0,46,11,3742.2,Regular
14146.0,8,210,4191.0,Loyal
14147.0,77,5,483.4,Regular
14148.0,233,3,157.2,At Risk
14149.0,220,28,446.62,At Risk
14150.0,35,26,658.64,Regular
14152.0,74,49,621.29,Regular
14154.0,238,52,1345.62,At Risk
14155.0,265,6,118.75,At Risk
14156.0,9,1400,117379.63,Loyal
14157.0,19,48,432.88,Regular
14158.0,39,41,507.66,Regular
14159.0,19,1204,4693.01,Loyal
14161.0,215,108,1110.52,At Risk
14162.0,173,25,289.36,Regular
14163.0,86,52,2445.91,Loyal
14164.0,70,29,1631.77,Regular
14165.0,275,25,122.53999999999999,At Risk
14167.0,38,52,574.84,Loyal
14171.0,97,58,363.79,Loyal
14173.0,10,29,450.84,Regular
14174.0,32,26,134.46,Regular
14175.0,59,149,3222.3,Loyal
14176.0,296,31,576.9000000000001,At Risk
14177.0,85,42,559.41,Regular
14178.0,8,327,1620.93,Loyal
14179.0,40,165,719.78,Loyal
14180.0,10,240,4748.52,Loyal
14184.0,66,24,452.89,Regular
14185.0,330,3,197.65,At Risk
14188.0,30,65,2054.36,Loyal
14189.0,1,265,4654.08,Loyal
14191.0,1,259,4684.76,Loyal
14193.0,67,42,853.39,Regular
14194.0,4,579,11349.52,Loyal
14195.0,201,7,1012.0,At Risk
14196.0,106,6,335.52,Regular
14198.0,17,39,701.4,Regular
14199.0,217,2,185.39999999999998,At Risk
14201.0,59,37,747.44,Regular
14204.0,1,44,161.03,Regular
14205.0,16,24,466.7,Regular
14206.0,238,20,328.15999999999997,At Risk
14208.0,94,10,151.74,Regular
14209.0,10,87,2073.43,Loyal
14210.0,105,102,1905.8400000000001,Loyal
14211.0,52,112,2241.1,Loyal
14212.0,89,9,1070.48,Regular
14214.0,30,67,1004.38,Loyal
14215.0,11,108,1789.72,Loyal
14216.0,2,59,1839.3,Loyal
14217.0,1,100,2004.98,Loyal
14218.0,42,12,169.48000000000002,Regular
14219.0,3,7,89.94,Regular
14220.0,246,21,632.4,At Risk
14221.0,41,193,3432.8,Loyal
14222.0,176,41,683.17,Regular
14223.0,91,60,991.13,Loyal
14224.0,109,118,1050.12,Loyal
14226.0,28,67,2232.19,Loyal
14227.0,25,175,3350.96,Loyal
14229.0,51,40,1547.2,Regular
14231.0,183,50,925.71,Regular
14232.0,42,115,2048.07,Loyal
14233.0,48,35,1462.72,Regular
14234.0,21,159,775.46,Loyal
14235.0,74,79,3144.86,Loyal
14236.0,80,15,490.86,Regular
14237.0,372,9,161.0,At Risk
14238.0,325,8,146.85,At Risk
14239.0,42,112,2380.85,Loyal
14240.0,29,42,890.34,Regular
14241.0,183,10,213.70000000000002,Regular
14242.0,234,16,280.55,At Risk
14243.0,8,141,2588.77,Loyal
14245.0,219,108,1693.45,At Risk
14246.0,110,75,1474.06,Loyal
14247.0,277,20,136.76999999999998,At Risk
14248.0,317,8,302.58,At Risk
14250.0,6,111,1904.05,Loyal
14251.0,1,78,2879.7000000000003,Loyal
14256.0,259,53,969.0600000000001,At Risk
14257.0,63,106,3099.7200000000003,Loyal
14258.0,8,111,12669.98,Loyal
14259.0,141,5,120.0,Regular
14261.0,50,52,1163.45,Loyal
14262.0,7,143,2618.23,Loyal
14264.0,154,17,333.97,Regular
14265.0,108,31,530.18,Regular
14267.0,162,55,1516.24,Loyal
14270.0,331,29,492.65000000000003,At Risk
14271.0,225,10,112.32,At Risk
14272.0,73,33,437.96,Regular
14273.0,50,29,559.97,Regular
14276.0,98,64,1119.74,Loyal
14277.0,14,225,4216.2,Loyal
14280.0,196,8,134.04,Regular
14282.0,2,156,3729.34,Loyal
14284.0,30,32,595.25,Regular
14285.0,20,27,1910.01,Regular
14286.0,23,280,4628.75,Loyal
14287.0,7,9,176.63,Regular
14288.0,212,16,426.6,At Risk
14289.0,8,47,911.26,Regular
14290.0,10,101,2314.65,Loyal
14291.0,1,237,3883.25,Loyal
14292.0,7,100,4871.93,Loyal
14293.0,2,61,1046.56,Loyal
14295.0,39,5,166.20000000000002,Regular
14297.0,17,62,1305.33,Loyal
14298.0,7,1637,51527.3,Loyal
14299.0,7,143,3965.62,Loyal
14300.0,18,3,43.2,Regular
14301.0,116,13,640.14,Regular
14304.0,222,17,383.45,At Risk
14305.0,70,105,1858.96,Loyal
14306.0,50,33,2093.32,Regular
14307.0,88,180,2995.72,Loyal
14309.0,7,117,2352.53,Loyal
14311.0,242,20,310.26,At Risk
14312.0,46,87,1611.59,Loyal
14314.0,106,8,120.0,Regular
14315.0,44,101,2481.13,Loyal
14317.0,64,24,508.58000000000004,Regular
14320.0,206,31,477.79,At Risk
14321.0,10,123,1530.75,Loyal
14323.0,114,36,605.0600000000001,Regular
14326.0,241,8,183.85,At Risk
14327.0,162,12,311.65,Regular
14329.0,16,259,5014.84,Loyal
14331.0,123,28,462.65999999999997,Regular
14332.0,22,26,866.31,Regular
14333.0,67,15,415.2,Regular
14334.0,16,162,2552.21,Loyal
14335.0,15,63,468.26,Loyal
14336.0,16,90,1614.91,Loyal
14338.0,160,31,588.22,Regular
14339.0,242,14,309.52,At Risk
14340.0,218,6,134.7,At Risk
14341.0,44,129,2182.28,Loyal
14342.0,20,21,668.5600000000001,Regular
14344.0,126,71,889.9300000000001,Loyal
14345.0,38,6,108.97999999999999,Regular
14346.0,120,60,1021.58,Loyal
14348.0,259,18,409.57,At Risk
14349.0,9,31,133.5,Regular
14350.0,273,18,282.93,At Risk
14351.0,164,1,51.0,Regular
14352.0,156,47,1078.96,Regular
14353.0,214,6,90.6,At Risk
14354.0,5,9,163.62,Regular
14355.0,365,11,174.4,At Risk
14356.0,79,33,701.23,Regular
14357.0,42,41,225.77,Regular
14359.0,18,55,912.18,Loyal
14360.0,31,118,2128.23,Loyal
14362.0,21,41,161.2,Regular
14364.0,108,69,3717.35,Loyal
14367.0,7,524,9261.52,Loyal
14368.0,319,8,155.0,At Risk
14371.0,294,4,100.5,At Risk
14373.0,357,4,76.55,At Risk
14375.0,184,75,257.68,Loyal
14377.0,190,11,617.05,Regular
14379.0,43,46,348.1,Regular
14381.0,51,56,202.68,Loyal
14382.0,25,131,626.0699999999999,Loyal
14383.0,37,59,1247.69,Loyal
14385.0,8,14,202.11,Regular
14386.0,296,7,142.4,At Risk
14387.0,32,140,1770.56,Loyal
14388.0,9,186,3212.84,Loyal
14389.0,64,45,1043.46,Regular
14390.0,9,286,4652.82,Loyal
14393.0,217,5,67.95,At Risk
14395.0,1,350,3507.71,Loyal
14396.0,64,73,487.99,Loyal
14397.0,2,87,2612.96,Loyal
14400.0,148,25,574.7,Regular
14401.0,3,182,4051.48,Loyal
14403.0,129,20,1475.81,Regular
14404.0,33,103,1474.32,Loyal
14406.0,118,8,156.75,Regular
14407.0,106,73,2157.73,Loyal
